0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1640.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1696.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1807.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1863.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1918.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2030.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2086.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.99,0.08,-0.04,-0.06,1.62,1.66,-5.2,2144.0,4.024470332362959,9.495648097227143,7.270848864631556
0.0,0.0,0.0,0.0,0.99,0.1,-0.03,-0.13,5.98,6.3,-6.18,2203.0,1.8990271426866598,11.788473794834854,15.15784243062744
0.0,0.0,0.0,0.0,0.97,0.13,-0.0,-0.19,10.05,9.44,-1.48,2260.0,-2.848956820075055,14.718003906839787,21.797122243939697
0.0,0.0,0.0,0.0,0.97,0.16,0.02,-0.19,8.62,2.87,1.33,2316.0,-5.6989833584791265,17.661562686974893,21.27904133195902
0.0,0.0,0.0,0.0,0.97,0.19,0.02,-0.17,6.81,-0.83,2.74,2372.0,-5.897702965213957,21.189155301119936,18.77705774268002
0.0,0.0,0.0,0.0,0.95,0.24,-0.0,-0.18,4.89,-2.1,3.28,2428.0,-4.994084874750988,27.464354660080573,20.23659315607328
0.0,0.0,0.0,0.0,0.94,0.27,-0.04,-0.19,3.95,-2.92,6.28,2485.0,-1.579262886906378,31.73893860943176,22.405221866553774
0.0,0.0,1.0,0.0,0.93,0.27,-0.1,-0.22,-0.91,-6.63,3.74,2543.0,3.8679004223629416,33.33513113957985,27.77679741143569
0.0,0.0,1.0,0.0,0.89,0.27,-0.18,-0.32,-4.1,-5.7,-8.94,2600.0,8.489579010288885,37.05067738661909,42.401530698677384
0.0,0.0,1.0,0.0,0.82,0.28,-0.22,-0.44,-7.27,-5.14,-16.44,2657.0,6.61687128379691,41.4482666451796,58.94059117029002
0.0,0.0,1.0,0.0,0.75,0.34,-0.18,-0.54,-5.1,10.37,-23.15,2715.0,-5.566230554903663,44.93094450336106,69.2045934139456
0.0,0.0,1.0,0.0,0.67,0.47,-0.04,-0.57,-1.4,18.29,-8.94,2771.0,-28.946371273696325,50.776715538521216,66.81090168583188
0.0,0.0,1.0,0.0,0.64,0.59,0.08,-0.49,2.91,13.91,3.57,2828.0,-42.66833702995791,66.43460412941802,46.18526081862239
0.0,0.0,1.0,0.0,0.63,0.66,0.12,-0.39,3.56,8.52,6.81,2883.0,-41.81031489577858,82.35959323897326,26.565051177077983
0.0,0.0,2.0,0.0,0.63,0.71,0.11,-0.29,3.14,2.44,6.7,2939.0,-33.50058141663776,92.42610247228599,14.571015286701382
0.0,0.0,2.0,0.0,0.63,0.74,0.08,-0.24,3.88,1.3,2.38,2997.0,-26.882137968050984,96.3507428070232,11.803364794835712
0.0,0.0,2.0,0.0,0.62,0.76,0.04,-0.2,3.33,0.13,-2.13,3055.0,-20.629993047564735,99.48639100707743,11.496563017585784
0.0,0.0,2.0,0.0,0.63,0.76,0.03,-0.16,3.68,-1.43,1.43,3113.0,-16.303138309743307,99.34467190209969,9.344671902099687
0.0,0.0,2.0,0.0,0.65,0.74,0.02,-0.16,5.91,-0.47,-1.02,3169.0,-15.297379410144655,95.96811652590206,10.700612508813624
0.0,0.0,2.0,0.0,0.7,0.68,-0.01,-0.22,3.46,0.3,-1.25,3225.0,-16.55547437730006,85.46251098159412,19.585129895683124
0.0,0.0,2.0,0.0,0.76,0.59,-0.03,-0.27,2.16,1.21,2.86,3281.0,-15.850996530256442,71.7252264302075,27.623100992054045
0.0,0.0,2.0,0.0,0.81,0.45,-0.1,-0.37,4.16,1.12,-7.07,3338.0,-9.791577641874463,54.13630410325801,44.08815358617891
0.0,0.0,3.0,0.0,0.84,0.39,-0.11,-0.36,2.87,2.15,-7.66,3396.0,-5.512196221312312,47.582959487420126,43.965480842436
0.0,0.0,3.0,0.0,0.88,0.38,-0.07,-0.28,3.88,-0.31,-1.93,3453.0,-5.129794272997253,45.18266392793875,33.1646520129497
0.0,0.0,3.0,0.0,0.9,0.36,-0.03,-0.22,4.4,-6.0,-1.38,3510.0,-6.060114132181689,42.2509570971444,25.129177954815184
0.0,0.0,3.0,0.0,0.91,0.36,-0.01,-0.2,7.13,-5.79,0.87,3568.0,-7.24297679846745,41.75659874493008,22.024984858761343
0.0,0.0,3.0,0.0,0.93,0.23,0.04,-0.28,4.64,15.11,-1.9,3623.0,-11.750367198000795,24.518706513237195,30.949674496733614
0.0,0.0,3.0,0.0,0.95,0.17,0.1,-0.25,5.1,-1.36,-2.13,3680.0,-15.898358583697204,16.424704058301078,27.178114914402563
0.0,0.0,3.0,0.0,0.95,0.16,0.14,-0.22,2.86,1.2,-0.82,3736.0,-19.737848155983333,14.983378626855059,23.456168224972746
0.0,0.0,3.0,0.0,0.96,0.16,0.14,-0.2,5.13,-0.37,-0.18,3791.0,-19.302297917126147,15.329157882188076,20.914562613614645
0.0,0.0,3.0,0.0,0.96,0.17,0.14,-0.19,4.05,-0.67,-0.58,3849.0,-19.35047174894881,16.724679220604983,19.519041275197733
0.0,0.0,3.0,0.0,0.96,0.18,0.12,-0.17,3.3,-0.02,0.46,3908.0,-17.001063279681343,18.638225545799386,17.27410475945409
0.0,0.0,3.0,0.0,0.96,0.19,0.11,-0.17,3.79,-0.2,0.66,3965.0,-16.03109530098044,19.943328062955228,17.247553502558034
0.0,0.0,3.0,0.0,0.96,0.21,0.11,-0.17,4.27,0.07,0.44,4022.0,-16.303132385780867,22.24627946309668,16.857710883384478
0.0,0.0,3.0,0.0,0.96,0.22,0.1,-0.17,4.85,0.34,-0.52,4078.0,-15.33406199128549,23.52721086316067,16.87240237970753
0.0,0.0,3.0,0.0,0.96,0.22,0.1,-0.17,4.23,-0.43,-1.39,4133.0,-15.33406199128549,23.52721086316067,16.87240237970753
0.0,0.0,3.0,0.0,0.97,0.2,0.14,0.01,4.92,0.39,0.23,4190.0,-15.511960979596687,23.91180504880345,-4.485302998922887
0.0,0.0,3.0,0.0,0.97,0.2,0.14,0.01,4.36,0.35,-0.12,4248.0,-15.511960979596687,23.91180504880345,-4.485302998922887
0.0,0.0,3.0,0.0,0.97,0.2,0.13,0.01,4.56,-0.05,-0.19,4304.0,-14.401918361824476,23.836092136794118,-4.23639479905884
0.0,0.0,3.0,0.0,0.97,0.2,-0.12,0.06,0.05,-0.23,-0.67,4361.0,14.897035430872702,22.769162731934152,-4.063204231747653
0.0,0.0,3.0,0.0,0.97,0.2,-0.13,0.06,0.31,-0.01,-1.09,4420.0,16.010520803230328,22.7608925385199,-3.8362481224686613
0.0,0.0,3.0,0.0,0.97,0.19,-0.13,0.09,-0.23,0.15,-0.11,4475.0,16.608369001883425,21.070070310409616,-7.492121161532029
0.0,0.0,3.0,0.0,0.96,0.2,-0.13,0.15,-0.87,-0.16,0.21,4532.0,18.016490547871246,21.249258903356083,-14.354485199625683
0.0,0.0,3.0,0.0,0.96,0.2,-0.13,0.17,-0.53,-0.34,0.08,4588.0,18.3769345381593,20.819788283352203,-16.67972697727001
0.0,0.0,3.0,0.0,0.95,0.2,-0.13,0.19,0.15,-1.05,-0.53,4643.0,18.932866729215302,20.553908752304523,-19.156519986337585
0.0,0.0,3.0,0.0,0.95,0.2,-0.14,0.19,-0.05,-2.29,-1.09,4701.0,20.03637860785691,20.394435566670122,-18.979796829581602
0.0,0.0,3.0,0.0,0.95,0.21,-0.16,0.18,1.72,-0.74,-2.27,4760.0,22.201302568052476,21.533738290304775,-17.184250061084672
0.0,0.0,3.0,0.0,0.95,0.21,-0.17,0.18,0.79,-0.19,-2.08,4817.0,23.295648149838108,21.401445445617814,-16.9962491220862
0.0,0.0,3.0,0.0,0.94,0.23,-0.18,0.18,-0.49,0.74,-1.85,4874.0,24.875830502053518,23.870269663265056,-16.34219993345361
0.0,0.0,3.0,0.0,0.94,0.24,-0.19,0.18,5.61,1.64,2.08,4929.0,26.061677182157442,24.96308604018256,-15.81524352038084
0.0,0.0,3.0,0.0,0.92,0.25,-0.19,0.22,4.25,1.92,2.09,4985.0,27.55846685246831,25.302234147031577,-20.59564041481497
0.0,0.0,3.0,0.0,0.91,0.24,-0.2,0.26,-3.07,-0.23,-4.02,5042.0,29.478508036462816,22.63566547752019,-25.862743343282567
0.0,0.0,3.0,0.0,0.9,0.26,-0.2,0.29,-6.37,-0.95,-3.43,5100.0,30.659374583088127,24.11101950255091,-29.019082851605045
0.0,0.0,3.0,0.0,0.88,0.29,-0.22,0.29,2.74,1.75,-1.18,5156.0,34.08650858412345,27.801458779934137,-27.801458779934137
0.0,0.0,3.0,0.0,0.87,0.32,-0.25,0.29,4.1,1.41,-0.51,5213.0,38.094471200231276,31.344820787299327,-25.804389192898935
0.0,0.0,3.0,0.0,0.86,0.33,-0.22,0.33,-1.64,0.15,-0.81,5272.0,36.35325267250702,31.429565614838516,-31.429565614838516
0.0,0.0,3.0,0.0,0.85,0.33,-0.19,0.36,-2.39,-0.14,-0.23,5327.0,34.210190270291434,30.960181578592607,-36.16530598359221
0.0,0.0,3.0,0.0,0.84,0.34,-0.14,0.4,-2.08,0.88,2.39,5384.0,30.450552164467897,32.157435735621824,-41.95562064319736
0.0,0.0,3.0,0.0,0.84,0.34,-0.12,0.42,-2.21,-0.42,1.35,5440.0,28.77837678467095,32.02729363895164,-44.707677130771465
0.0,0.0,3.0,0.0,0.83,0.33,-0.13,0.42,-0.92,-0.54,-0.06,5495.0,29.829923873977894,30.672325782335115,-45.3251391026742
0.0,0.0,3.0,0.0,0.83,0.33,-0.13,0.43,-0.22,-0.29,0.52,5553.0,29.986763694231424,30.237383030705562,-46.49758773901752
0.0,0.0,3.0,0.0,0.83,0.33,-0.14,0.43,-0.2,-0.37,-0.27,5612.0,30.998488655937827,29.832561547096475,-46.32520317603354
0.0,0.0,3.0,1.0,0.83,0.33,-0.16,0.42,1.21,-0.52,-1.54,5669.0,32.881858971325016,29.496035742662375,-44.797337653381206
0.0,0.0,3.0,1.0,0.82,0.34,-0.17,0.43,2.05,0.61,-1.32,5726.0,34.76233838923298,29.991844334368476,-45.75812296782793
0.0,0.0,3.0,1.0,0.8,0.35,-0.18,0.45,-0.34,0.2,0.1,5781.0,37.198041471243876,30.063327051615016,-48.38802114305843
0.0,0.0,3.0,1.0,0.77,0.36,-0.21,0.47,1.3,0.89,1.35,5837.0,42.080743828249375,29.14951611604159,-51.3755971879382
0.0,0.0,3.0,1.0,0.75,0.36,-0.27,0.48,1.48,0.1,1.24,5894.0,48.94406264337143,25.436216380417356,-53.508703316270314
0.0,0.0,3.0,2.0,0.73,0.34,-0.34,0.49,-1.1,-0.38,-0.18,5950.0,55.70324946817606,16.763255336210534,-58.83827738705416
0.0,0.0,3.0,2.0,0.71,0.32,-0.39,0.49,0.47,-0.27,-0.68,6006.0,60.28815733669854,8.38710578415611,-64.34605456111639
0.0,0.0,3.0,2.0,0.69,0.31,-0.44,0.49,1.17,-0.44,-1.12,6065.0,64.911865228449,-0.456744487289126,-71.0510300215844
0.0,0.0,3.0,2.0,0.68,0.29,-0.46,0.49,-0.32,0.35,-0.44,6123.0,65.70519614629842,-7.893344282248877,-76.65403372993859
0.0,0.0,3.0,2.0,0.68,0.27,-0.47,0.5,-0.71,-1.72,-2.3,6179.0,64.63507335180718,-13.79767362879977,-81.40745077619977
0.0,0.0,3.0,2.0,0.68,0.26,-0.46,0.51,0.08,-0.88,-1.94,6235.0,62.78393952180229,-14.615612426635966,-82.68883313397669
0.0,0.0,3.0,2.0,0.69,0.25,-0.43,0.53,0.52,-0.35,-1.1,6291.0,58.71994056239726,-12.266640830557803,-81.97555196276515
0.0,0.0,3.0,2.0,0.71,0.21,-0.38,0.55,-0.23,0.24,-1.02,6347.0,50.75017107395931,-10.96904954205845,-80.74114525047501
0.0,0.0,3.0,2.0,0.74,0.18,-0.33,0.56,0.21,1.17,0.02,6405.0,43.494054563578665,-8.15795640131174,-77.49255536946818
0.0,0.0,3.0,2.0,0.75,0.15,-0.3,0.58,-0.83,0.45,-2.23,6464.0,38.09495495056543,-8.889549177448819,-78.50654547739344
0.0,0.0,3.0,2.0,0.75,0.13,-0.28,0.58,-0.5,0.47,-0.82,6520.0,35.03872506780857,-9.17534813002616,-78.33392333643714
0.0,0.0,3.0,2.0,0.76,0.11,-0.26,0.59,-1.15,0.47,-1.13,6578.0,31.47861074859853,-9.370044400720813,-78.29167694346437
0.0,0.0,3.0,2.0,0.76,0.11,-0.25,0.59,-0.41,0.72,-1.69,6633.0,30.64032650118972,-8.53965357594975,-77.98893724619349
0.0,0.0,3.0,2.0,0.76,0.09,-0.26,0.59,-0.25,0.81,-0.36,6689.0,30.04625766748568,-11.309932474020219,-78.69006752597981
0.0,0.0,3.0,2.0,0.75,0.09,-0.27,0.59,0.0,1.16,-1.07,6746.0,31.032917985050354,-12.479071801927631,-79.8592068538872
0.0,0.0,3.0,2.0,0.75,0.09,-0.28,0.59,-0.57,1.18,0.18,6803.0,31.852236201797037,-13.33890960163318,-80.20402987843498
0.0,0.0,3.0,2.0,0.74,0.1,-0.29,0.6,-0.56,0.92,-1.27,6858.0,33.24826768519295,-13.812303373914792,-82.21327163445186
0.0,0.0,3.0,2.0,0.72,0.11,-0.3,0.61,-1.43,1.35,-0.32,6917.0,34.7795966930737,-14.75214775991759,-85.18733369630303
0.0,0.0,3.0,2.0,0.71,0.12,-0.31,0.62,-0.83,0.75,-0.23,6975.0,36.12788964098427,-15.379674549265031,-87.3007089425548
0.0,0.0,3.0,2.0,0.7,0.13,-0.33,0.62,-0.31,-0.11,0.51,7031.0,38.54106483362012,-16.883036813741942,-89.00390680743891
0.0,0.0,3.0,2.0,0.69,0.14,-0.35,0.62,-1.41,-0.42,-2.05,7087.0,40.91186066220318,-18.53060112055847,-90.84697200017511
0.0,0.0,3.0,2.0,0.7,0.14,-0.35,0.61,-5.27,0.73,-0.08,7143.0,41.15027729495652,-17.787972538452447,-88.86332812240119
0.0,0.0,3.0,2.0,0.7,0.15,-0.35,0.61,-1.85,0.49,-0.36,7199.0,41.932557101658055,-16.83622058731478,-88.63097561073099
0.0,0.0,3.0,2.0,0.7,0.17,-0.36,0.6,-2.49,-0.58,0.33,7258.0,44.59031792218847,-15.671439016178665,-87.66188076562408
0.0,0.0,3.0,2.0,0.7,0.19,-0.38,0.57,-0.92,-0.01,-1.48,7316.0,48.769092154548126,-14.764899396872131,-85.03328551070338
0.0,0.0,3.0,2.0,0.71,0.21,-0.4,0.54,0.64,0.37,-1.56,7372.0,52.651382490224215,-12.74397325164441,-80.83584796484774
0.0,0.0,3.0,2.0,0.73,0.21,-0.4,0.52,2.83,0.92,-1.08,7430.0,52.79771984707813,-10.346913847046205,-76.07326493646164
0.0,0.0,3.0,2.0,0.73,0.21,-0.4,0.51,3.11,0.61,-1.13,7485.0,53.17993201585819,-9.769700050531243,-74.77767796165622
0.0,0.0,3.0,2.0,0.73,0.2,-0.39,0.52,1.0,0.08,-2.95,7541.0,51.351543837363,-10.529069138964019,-75.99952168317922
0.0,0.0,3.0,2.0,0.73,0.2,-0.37,0.53,-2.33,-1.26,-1.28,7598.0,49.399103837815694,-8.940748659628387,-76.0801454963733
0.0,0.0,3.0,2.0,0.74,0.21,-0.36,0.54,-1.49,-2.06,1.23,7654.0,48.58396430748226,-6.684859356305886,-75.25861331072379
0.0,0.0,3.0,2.0,0.75,0.22,-0.36,0.51,-1.67,-3.46,1.23,7710.0,49.81292686621152,-3.3028878763363636,-69.96533987559845
0.0,0.0,3.0,2.0,0.76,0.23,-0.37,0.48,-0.43,-2.58,1.58,7769.0,51.713912275031234,-0.519002894671984,-64.8028225486756
0.0,0.0,3.0,2.0,0.78,0.26,-0.39,0.42,1.47,-1.34,0.78,7827.0,55.39593382995558,7.85880275083364,-52.471212860648926
0.0,0.0,3.0,2.0,0.79,0.27,-0.42,0.36,0.88,-1.08,-1.12,7883.0,58.807681042160816,13.83293499061774,-41.17554925500937
0.0,0.0,3.0,2.0,0.79,0.28,-0.44,0.33,2.88,1.03,0.3,7940.0,61.11866181815355,18.248318279356454,-34.5085229876684
0.0,0.0,3.0,3.0,0.79,0.28,-0.45,0.3,3.65,1.6,1.96,7995.0,62.057352337921586,21.701002774630673,-28.43392410149027
0.0,0.0,3.0,3.0,0.8,0.26,-0.47,0.29,1.68,1.32,0.57,8051.0,63.070727678084,18.221601850495592,-28.61045966596519
0.0,0.0,3.0,3.0,0.8,0.24,-0.48,0.27,0.19,2.9,-0.48,8110.0,63.73965715195331,16.36836645855864,-27.080016544269032
0.0,0.0,3.0,3.0,0.8,0.21,-0.5,0.26,-0.55,3.2,-2.24,8168.0,65.18354583577478,10.414549986577683,-29.339194402628916
0.0,0.0,3.0,3.0,0.8,0.18,-0.51,0.26,-0.05,4.07,-2.18,8224.0,65.43759368207763,3.143898898930542,-33.98822153640787
0.0,0.0,3.0,3.0,0.79,0.14,-0.52,0.27,-0.15,5.04,-3.37,8282.0,65.36989051147557,-8.331028763886792,-43.088878797735724
0.0,0.0,3.0,3.0,0.8,0.11,-0.52,0.28,-2.03,2.61,-0.53,8338.0,63.22678285280328,-14.803716882337389,-47.72374650641745
0.0,0.0,3.0,3.0,0.8,0.08,-0.52,0.3,-2.54,0.67,-1.04,8393.0,60.93349876810071,-22.097239280208406,-54.21721389452968
0.0,0.0,3.0,3.0,0.79,0.07,-0.52,0.3,-2.08,-0.54,-2.67,8450.0,60.79179839812324,-24.65413068324425,-56.198026796953975
0.0,0.0,3.0,3.0,0.8,0.06,-0.52,0.3,-1.56,-2.9,-2.39,8507.0,59.83042964328899,-25.34617594194668,-55.85641334806221
0.0,0.0,3.0,3.0,0.81,0.07,-0.5,0.3,-2.2,-0.96,-1.65,8563.0,58.33684548238494,-20.80108292166446,-52.34497903537421
0.0,0.0,3.0,3.0,0.81,0.08,-0.49,0.3,-1.32,-2.35,-0.18,8621.0,58.002991255133615,-18.21447553106949,-50.80257044426731
0.0,0.0,3.0,3.0,0.81,0.11,-0.49,0.28,0.72,1.17,-1.6,8680.0,60.103841761117984,-11.280230154486526,-44.67871862247376
0.0,0.0,3.0,3.0,0.82,0.14,-0.48,0.26,-0.74,0.7,2.58,8735.0,60.30640189728585,-2.3373058591238163,-36.542763797228574
0.0,0.0,3.0,3.0,0.83,0.16,-0.46,0.27,-0.11,0.57,1.18,8792.0,58.30433354579364,1.8778774472853481,-34.99202019855868
0.0,0.0,3.0,3.0,0.83,0.18,-0.45,0.26,0.67,-1.05,-0.37,8848.0,57.983112551560254,7.081749768858566,-30.859065848114525
0.0,0.0,3.0,3.0,0.82,0.22,-0.45,0.28,-1.17,0.6,1.71,8903.0,59.28722814513718,12.278572257782335,-30.700625339415687
0.0,0.0,3.0,3.0,0.81,0.23,-0.46,0.29,-0.85,-0.45,-0.82,8962.0,60.984662535880574,12.539009721910768,-31.994166824713947
0.0,0.0,3.0,3.0,0.81,0.24,-0.45,0.28,1.45,2.79,-1.51,9020.0,60.237169580183625,16.085670175441876,-28.766053667261698
0.0,0.0,3.0,3.0,0.81,0.23,-0.45,0.3,-2.23,5.03,-0.34,9077.0,59.962898185796355,11.809781254802518,-33.81686295830152
0.0,0.0,3.0,3.0,0.81,0.2,-0.43,0.35,0.27,-0.53,0.89,9134.0,56.478859107870484,2.3786270015390194,-45.460578838615895
0.0,0.0,3.0,3.0,0.81,0.17,-0.42,0.37,1.39,-1.26,0.72,9190.0,53.85946795725817,-3.4470357468169257,-50.85232764874941
0.0,0.0,3.0,3.0,0.81,0.13,-0.41,0.4,3.2,-2.18,0.01,9246.0,50.117041864145946,-10.537959307218772,-57.50074067243414
0.0,0.0,3.0,3.0,0.82,0.1,-0.39,0.42,3.46,-2.05,3.2,9302.0,45.70862029394076,-13.400393514952237,-59.91182331698157
0.0,0.0,3.0,3.0,0.83,0.09,-0.36,0.43,1.53,0.73,2.12,9359.0,41.860999217643254,-12.27802220328997,-59.486252289118426
0.0,0.0,3.0,3.0,0.81,0.09,-0.37,0.44,0.51,0.0,1.8,9415.0,43.01703262982856,-14.313300203604802,-62.68800723708604
0.0,0.0,3.0,3.0,0.8,0.07,-0.38,0.46,1.85,5.09,-1.2,9474.0,42.20578509416782,-18.691550086597914,-67.06625712007916
0.0,0.0,3.0,3.0,0.78,0.01,-0.38,0.5,1.22,-2.19,1.06,9531.0,36.94563259393766,-27.04138609859128,-74.50726570673528
0.0,0.0,3.0,3.0,0.78,-0.03,-0.38,0.5,1.99,1.37,-3.06,9587.0,34.10597305201669,-30.90109169987779,-75.01395875395649
0.0,0.0,3.0,3.0,0.78,-0.05,-0.35,0.53,-1.24,0.09,-1.07,9644.0,29.081255190116746,-30.43277282911849,-76.46228166669843
0.0,0.0,3.0,3.0,0.76,-0.03,-0.32,0.56,0.61,0.89,-1.45,9700.0,27.084506958080084,-27.146728923518904,-79.42486512438857
0.0,0.0,3.0,3.0,0.77,-0.05,-0.3,0.56,0.18,1.67,-2.49,9755.0,23.97928986974977,-26.90191616084998,-77.8701701416846
0.0,0.0,3.0,3.0,0.79,-0.07,-0.25,0.56,-0.51,0.81,-0.18,9814.0,18.360423386506177,-24.171055887566947,-74.62635482242412
